wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,2207321,224178148,0.139012907,AGM,0.02,7000,4,0,43289,115493,2104,0,159686768
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,78234,370178880,0.2295479853,GM,0.02,7000,4,0,3078,8484,12312,10941,240787088
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,2220119,279703720,0.1734443235,AGM,0.02,10500,4,0,43813,116964,1989,0,190593732
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,78223,518073456,0.3212574365,GM,0.02,10500,4,0,3081,8479,12324,10927,335789104
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,2112293,367938164,0.2281585169,AGM,0.02,14000,4,0,40787,111029,1740,0,265144496
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,80891,670559264,0.4158139115,GM,0.02,14000,4,0,3184,8777,12736,11305,434675520
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,2134536,428395276,0.2656479822,AGM,0.02,17500,4,0,41223,112925,1797,0,297207380
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,80979,805364720,0.4994067973,GM,0.02,17500,4,0,3175,8796,12700,11364,521075488
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,2342173,526296228,0.3263563788,AGM,0.02,21000,4,0,45779,123697,1508,0,393711616
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,79696,913007040,0.5661558179,GM,0.02,21000,4,0,3132,8647,12528,11158,590466304
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,2219596,601758640,0.3731506331,AGM,0.02,24500,4,0,44353,117409,1480,0,451201760
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,81687,1060591440,0.657672929,GM,0.02,24500,4,0,3198,8877,12792,11481,683993392
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,2251560,663472552,0.4114194402,AGM,0.02,28000,4,0,43898,118443,1262,0,516493176
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,80607,1150806832,0.7136155086,GM,0.02,28000,4,0,3169,8739,12676,11283,741705456
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,822136,133426420,0.08273774531,AGM,0.04,7000,4,0,16171,42242,1459,0,90490828
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,44067,216880208,0.1344874532,GM,0.04,7000,4,0,1721,4788,6884,6212,141413904
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,854546,180801980,0.112115338,AGM,0.04,10500,4,0,16492,44485,1243,0,126427180
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,43515,303897568,0.1884469326,GM,0.04,10500,4,0,1699,4737,6796,6133,197856864
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,739695,239176972,0.1483136803,AGM,0.04,14000,4,0,14019,38278,1184,0,170984656
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,44199,397844544,0.2467034681,GM,0.04,14000,4,0,1720,4815,6880,6251,258594848
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,758551,271054304,0.1680808192,AGM,0.04,17500,4,0,14493,39395,1155,0,188273372
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,44182,475491472,0.2948523412,GM,0.04,17500,4,0,1716,4813,6864,6262,308919264
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,866712,319694248,0.1982424565,AGM,0.04,21000,4,0,16435,45405,974,0,235671688
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,44278,560692512,0.3476855203,GM,0.04,21000,4,0,1731,4816,6924,6233,364684160
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,798034,357217112,0.2215103908,AGM,0.04,24500,4,0,15827,41850,868,0,270143920
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,44252,623675216,0.3867411055,GM,0.04,24500,4,0,1722,4823,6888,6258,404634912
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,738571,393692892,0.244129028,AGM,0.04,28000,4,0,14165,38565,892,0,291912000
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,43927,706077984,0.4378390757,GM,0.04,28000,4,0,1706,4789,6824,6225,457550432
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,442540,94153004,0.0583842935,AGM,0.06,7000,4,0,8337,22589,1181,0,59952436
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,31222,160345856,0.09943049207,GM,0.06,7000,4,0,1209,3406,4836,4439,104636736
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,459330,134549120,0.08343393177,AGM,0.06,10500,4,0,8461,23711,966,0,92797592
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,30762,219863792,0.1363375741,GM,0.06,10500,4,0,1190,3357,4760,4378,143359520
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,390766,172798824,0.1071525796,AGM,0.06,14000,4,0,7294,19922,940,0,119155376
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,30166,285191200,0.1768471107,GM,0.06,14000,4,0,1167,3298,4668,4291,185546880
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,410888,210721132,0.1306682091,AGM,0.06,17500,4,0,7843,21091,821,0,152202516
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,30209,341720048,0.2119006588,GM,0.06,17500,4,0,1166,3302,4664,4308,222163632
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,470362,249424728,0.1546683155,AGM,0.06,21000,4,0,8657,24447,716,0,188338464
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,30347,403596016,0.2502699569,GM,0.06,21000,4,0,1173,3314,4692,4322,262579168
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,432407,267963100,0.166163963,AGM,0.06,24500,4,0,8362,22536,664,0,201794880
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,29804,440208608,0.2729734313,GM,0.06,24500,4,0,1153,3257,4612,4240,286159312
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,400645,302975044,0.1878748754,AGM,0.06,28000,4,0,7567,20785,656,0,228480352
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,29833,504320176,0.3127290253,GM,0.06,28000,4,0,1152,3262,4608,4252,327697616
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,281906,74305204,0.0460766694,AGM,0.08,7000,4,0,5288,14208,969,0,46449812
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,24057,125776624,0.07799410554,GM,0.08,7000,4,0,932,2631,3728,3417,82196496
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,285758,108662208,0.06738145332,AGM,0.08,10500,4,0,5253,14527,834,0,72929464
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,23740,175404416,0.1087683076,GM,0.08,10500,4,0,919,2596,3676,3375,114459024
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,257095,134054236,0.08312705412,AGM,0.08,14000,4,0,4749,13021,748,0,91504080
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,22821,221390480,0.1372842736,GM,0.08,14000,4,0,884,2496,3536,3242,144447008
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,265821,163300688,0.1012627839,AGM,0.08,17500,4,0,5027,13585,669,0,115834564
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,22873,264080016,0.163756062,GM,0.08,17500,4,0,886,2503,3544,3249,172230304
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,307377,204252860,0.1266572326,AGM,0.08,21000,4,0,5632,15842,546,0,157737832
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,23052,314572736,0.1950666061,GM,0.08,21000,4,0,895,2520,3580,3267,204971408
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,282288,215880156,0.1338673208,AGM,0.08,24500,4,0,5406,14521,549,0,161445812
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,22614,343341840,0.2129063323,GM,0.08,24500,4,0,878,2472,3512,3205,223511616
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,265407,237404028,0.1472142774,AGM,0.08,28000,4,0,4965,13668,540,0,176244224
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,22636,389375648,0.2414519043,GM,0.08,28000,4,0,874,2479,3496,3226,253553696
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,202797,60814032,0.03771079139,AGM,0.1,7000,4,0,3714,10140,805,0,37750308
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,19568,104161584,0.06459061562,GM,0.1,7000,4,0,758,2138,3032,2781,68065664
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,204797,89081836,0.05523966137,AGM,0.1,10500,4,0,3769,10339,718,0,58463608
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,19455,145697344,0.09034694733,GM,0.1,10500,4,0,752,2127,3008,2771,95094336
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,188603,108850300,0.0674980892,AGM,0.1,14000,4,0,3497,9511,620,0,73644864
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,18355,181026304,0.1122544413,GM,0.1,14000,4,0,711,2005,2844,2609,118122992
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,198261,135235516,0.08385956604,AGM,0.1,17500,4,0,3728,10052,550,0,96589272
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,18522,217016016,0.1345716677,GM,0.1,17500,4,0,716,2025,2864,2638,141442320
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,216291,162716292,0.1009003998,AGM,0.1,21000,4,0,3954,11064,502,0,120139496
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,18674,258975824,0.1605909517,GM,0.1,21000,4,0,722,2042,2888,2659,168775792
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,201075,181787300,0.1127263351,AGM,0.1,24500,4,0,3886,10296,494,0,133362680
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,18350,281808528,0.1747495153,GM,0.1,24500,4,0,710,2006,2840,2611,183557408
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,193590,199202136,0.1235252778,AGM,0.1,28000,4,0,3634,9932,464,0,146738624
wc_day46.h5:ddstream,14400,0,100790168,100800,1,4,1612642688,18069,316955952,0.1965444387,GM,0.1,28000,4,0,698,1974,2792,2576,206448720
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,7205870,464378304,0.2879610638,AGM,0.02,7000,8,0,57315,207419,3626,0,344361272
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,190922,801401200,0.4969490179,GM,0.02,7000,8,0,3846,16972,30768,27221,514336112
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,8286924,649897600,0.4030016102,AGM,0.02,10500,8,0,64754,239114,2584,0,520038352
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,190002,1101664448,0.6831423081,GM,0.02,10500,8,0,3821,16925,30568,27130,702456400
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,8604797,841587336,0.5218684475,AGM,0.02,14000,8,0,65003,247690,2183,0,697023756
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,195809,1415781472,0.8779263271,GM,0.02,14000,8,0,3934,17449,31472,27987,901400464
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,9120677,967302616,0.5998245136,AGM,0.02,17500,8,0,68574,262640,1719,0,823296748
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,196675,1700478832,1.054467208,GM,0.02,17500,8,0,3938,17580,31504,28200,1080755168
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,9958612,1171533624,0.7264681958,AGM,0.02,21000,8,0,75167,286510,762,0,1081676152
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,193124,1912683424,1.18605531,GM,0.02,21000,8,0,3882,17188,31056,27595,1214925328
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,8873371,1176631060,0.7296291167,AGM,0.02,24500,8,0,68562,255159,1106,0,1045311352
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,197410,2205707744,1.36775974,GM,0.02,24500,8,0,3952,17619,31616,28320,1398986576
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,9212388,1179910788,0.7316628766,AGM,0.02,28000,8,0,69146,264390,947,0,1049956044
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,195406,2399582720,1.487981645,GM,0.02,28000,8,0,3920,17430,31360,27971,1518226560
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,2679369,262793932,0.1629585611,AGM,0.04,7000,8,0,21037,75898,2454,0,187159064
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,107416,476281040,0.2953419524,GM,0.04,7000,8,0,2145,9561,17160,15464,307704112
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,2612698,329105520,0.2040783879,AGM,0.04,10500,8,0,20440,74591,2378,0,222492696
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,106218,659688224,0.4090727778,GM,0.04,10500,8,0,2119,9482,16952,15299,425080160
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,2450633,454352788,0.2817442397,AGM,0.04,14000,8,0,18544,69519,2088,0,331050256
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,107660,860513200,0.533604379,GM,0.04,14000,8,0,2143,9622,17144,15541,553032256
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,2580509,534295716,0.3313168627,AGM,0.04,17500,8,0,19671,73360,2024,0,385916208
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,107428,1019253568,0.6320393076,GM,0.04,17500,8,0,2138,9603,17104,15510,653903856
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,2961265,663232820,0.4112707824,AGM,0.04,21000,8,0,22372,84513,1688,0,513745360
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,107851,1209288704,0.7498801272,GM,0.04,21000,8,0,2146,9645,17168,15573,774147744
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,2711708,720208800,0.4466015971,AGM,0.04,24500,8,0,21326,77253,1400,0,576010000
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,108123,1329045744,0.8241414877,GM,0.04,24500,8,0,2151,9680,17208,15612,848349456
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,2844585,835845252,0.5183077803,AGM,0.04,28000,8,0,21266,80810,1280,0,685063968
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,107351,1507058384,0.9345271555,GM,0.04,28000,8,0,2134,9610,17072,15514,960334784
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,1502415,204334116,0.1267076194,AGM,0.06,7000,8,0,11370,42208,1906,0,147049912
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,76380,353262240,0.219057974,GM,0.06,7000,8,0,1512,6836,12096,11091,228344896
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,1434260,253042384,0.1569116246,AGM,0.06,10500,8,0,10776,40600,1864,0,171020992
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,75263,485127344,0.300827547,GM,0.06,10500,8,0,1488,6760,11904,10936,313483264
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,1304751,346305164,0.21474389,AGM,0.06,14000,8,0,9710,36627,1544,0,256427888
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,73710,620008640,0.3844674612,GM,0.06,14000,8,0,1456,6605,11648,10726,399536528
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,1318872,373522432,0.2316213224,AGM,0.06,17500,8,0,10030,37060,1544,0,262007008
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,73919,739012176,0.4582615737,GM,0.06,17500,8,0,1462,6628,11696,10740,475409600
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,1481313,455803252,0.2826436726,AGM,0.06,21000,8,0,10913,42059,1416,0,332989520
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,74053,875098784,0.542648902,GM,0.06,21000,8,0,1466,6633,11728,10751,562124864
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,1360065,493399556,0.305957147,AGM,0.06,24500,8,0,10523,38590,1256,0,366789568
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,73325,959902528,0.5952357178,GM,0.06,24500,8,0,1451,6580,11608,10646,615740624
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,1335524,580310528,0.3598506553,AGM,0.06,28000,8,0,9999,37743,1200,0,442425616
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,73105,1094167472,0.678493432,GM,0.06,28000,8,0,1442,6573,11536,10647,700917472
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,968350,157830552,0.09787075164,AGM,0.08,7000,8,0,7215,26896,1632,0,109596512
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,59022,280121712,0.1737035204,GM,0.08,7000,8,0,1169,5303,9352,8560,181394832
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,920794,209306520,0.129791008,AGM,0.08,10500,8,0,6844,25780,1560,0,141378672
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,58467,389854624,0.2417489174,GM,0.08,10500,8,0,1156,5255,9248,8495,252447584
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,843216,265239376,0.1644749813,AGM,0.08,14000,8,0,6243,23435,1320,0,189106416
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,56014,485947200,0.3013359398,GM,0.08,14000,8,0,1109,5034,8872,8127,313962976
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,867944,306799792,0.1902466022,AGM,0.08,17500,8,0,6564,24273,1200,0,220534320
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,56271,582599520,0.3612700596,GM,0.08,17500,8,0,1112,5063,8896,8179,375738608
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,966978,362843752,0.2249994712,AGM,0.08,21000,8,0,7068,27224,1112,0,266900128
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,56387,688051840,0.4266610608,GM,0.08,21000,8,0,1117,5062,8936,8178,443201072
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,893701,391544820,0.2427970082,AGM,0.08,24500,8,0,6853,25177,1040,0,287302464
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,55307,753969456,0.4675365855,GM,0.08,24500,8,0,1096,4966,8768,8018,485345824
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,872489,447112548,0.2772545656,AGM,0.08,28000,8,0,6486,24492,984,0,334621184
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,55400,849033440,0.5264857779,GM,0.08,28000,8,0,1096,4984,8768,8043,545740656
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,666998,128806920,0.07987319259,AGM,0.1,7000,8,0,4932,18385,1456,0,86286416
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,47936,230204960,0.1427501341,GM,0.1,7000,8,0,947,4315,7576,6970,149040944
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,666780,179410272,0.1112523396,AGM,0.1,10500,8,0,4940,18510,1304,0,122893936
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,47534,323309760,0.2004844361,GM,0.1,10500,8,0,937,4288,7496,6925,209521856
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,621536,219123520,0.1358785313,AGM,0.1,14000,8,0,4602,17192,1104,0,155666752
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,45238,397463776,0.2464673538,GM,0.1,14000,8,0,893,4071,7144,6584,256860672
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,639777,259014692,0.1606150537,AGM,0.1,17500,8,0,4848,17795,984,0,188463040
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,45442,477455776,0.2960704064,GM,0.1,17500,8,0,897,4092,7176,6613,308439504
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,688373,295520996,0.1832526189,AGM,0.1,21000,8,0,5010,19265,984,0,211056368
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,45610,567541792,0.3519327599,GM,0.1,21000,8,0,900,4110,7200,6639,365621856
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,655860,331448944,0.2055315455,AGM,0.1,24500,8,0,5015,18323,872,0,244283648
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,44842,625825328,0.3880743904,GM,0.1,24500,8,0,886,4038,7088,6519,403631792
wc_day46.h5:ddstream,14400,0,100790168,100800,1,8,1612642688,638797,375166372,0.2326407299,AGM,0.1,28000,8,0,4754,17835,840,0,279412752
